subject,version,character,coherence,lag,plot,response,rt,stimulus,word_count
426,14,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt called Charles in order to ask him if he had seen a mashed potato recipe anywhere. He states that the recipe is a family recipe that his grandmother gave him and it was his only copy so he had to find it. He wanted to make it for his boyfriend because he had been very busy lately and had no time to hangout with his significant other. He then ends the call with Charles. Afterwards, he called Charles again while Charles was having lunch with his mom in a park. He says that he made the mashed potatoes for his boyfriend and they were delicious. He asks Charles if he knows of any cheap flights to Hawaii because it would be a relaxing vacation to go with his boyfriend. In the thinking bubble, Johnny was wearing a blue swimsuit at the beach with his boyfriend. He also says that during the dinner he made for his partner, his boyfriend felt sorry for being so hard on him so they should go travel together which is why he needed the Hawaii tickets. After Charles says he will ask around if anyone has cheap tickets, Johnny offers some of the leftover mashed potatoes to Charles which he graciously accepts. ""}",378241,NA,210
426,14,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a newspaper photographer that really wants to get promoted. He works in a gray walled room and wears a yellow scarf. He was also eating Greek Yogurt when he recognized his bosses foot steps. His boss then asked him to go to a press conference for the corrupt mayor that was in 20 minutes and to take his bike. He then sets down his Greek Yogurt and gets his camera in his bag and bikes there. He barely makes it there in time and locks his bike to a blue meter. He then waits for the press conference to start with his other fellow news people and sets up his camera to get a good photo. He really wants to get a good photo because he thinks that getting a very good picture of the corrupt mayor would be his big break. After the mayor arrives and starts to answer some questions, Charles senses his perfect moment to get a photo where the mayor was caught off guard. He then takes the picture and is very satisfied with it. After about 2 hours, he bikes back to his office in order to email the picture to his boss. He thinks he successfully emails the photo to his boss but instead he forgot to send the photo which is why he was not promoted. His friends are Beatrice, Sandra, Johnny and Melvin.""}",381365.7,NA,234
427,12,Sandra,unrelated,long,sideplot,"{""Q0"":""she went on a blind date\nshe was worried that the date would be with the same guy that was mean to her friend\nshe called her friend at work to talk about the date\nthe guy who was mean had piercings and tattoos \nshe was anxious about the data and needed someone to talk to\nwhen she was on the phone with her friend the screen showed both her and her friend talking""}",183231,NA,70
427,12,Beatrice,unrelated,short,sideplot,"{""Q0"":""she called the main character in the story\nthey spoke on the phone\nshe has a partner\nthey didn't know what type of dog to adopt (i think that was her)\n""}",180861.1,NA,28
427,12,Johnny,coherent,long,sideplot,"{""Q0"":""johnny pratt was in a fight with his partner\nhe lost his grandmothers mashed potato recipe\nhis grandmother wrote out the recipe and gave it to him\nhe was going to make the mashed potatoes for his partner\nhe thought that would solve their issues\non the phone he said how his partner feels that he has been distanced  ""}",183558.2,NA,56
427,12,Melvin,coherent,short,sideplot,"{""Q0"":""melvin was in hamlet\nhe tried out for the play\nattended auditions\nhe got the role he wanted\nhe had to wear a costume\nhe memorized two soliloquies, to be or not to be, and one of ophelias\nhe was trying out for the part of ophelia or hamelt \nhe got the role of hamlet\nfor his costume he had to wear a big white fluffy neck piece\n\n""}",204860.9,NA,61
427,12,Charles,mainplot,mainplot,mainplot,"{""Q0"":""he is the main character \nhe is a photographer\nhe was working and his boss ran into the office \nsaid the mayor was speaking at town hall and he was the reporter he had 20 min to get to town hall\nhis boss offered him his bike to get there faster\nhe asked a question and got the perfect photo\nthe mayor was late because he was dropping his daughter off at school\nanother reporter told him this\nthey believed that that was a lie \nchales thought he sent the photo to his boss. he was hoping for a raise\nhe forgot to press the send button\nhe saw the newspaper the next day and was pissed that his photo wasnt on the cover\nhe ran into his bosses office where the secretary told him to wait\nhe told her it was an emergency\nhis boss told him he forgot to send the photo\nand in that moment he knew he wasnt getting a promotion \nhe checked his desk and saw that the email wasnt sent \nwhen he ran to the majors speech he grabbed two lenses and one camera, one small lens and one large lens \nall of the characters called chales at one point in the day to talk\nhe gave them all advice ""}",486427.8,NA,204
428,19,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin Doyle asked for money since he was broke. He also asked to stay at the main character's house. ""}",180894.2,NA,20
428,19,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt was asking the main character for money since he was broke. He also asked for a lawyer for financial problems but he cant pay him at the moment since he has no money. ""}",181929.9,NA,36
428,19,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice Small called the main character at first. She asked him things about work.""}",180468.8,NA,14
428,19,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes works as an artist. She called the main character because at her art exhibition, a really judgmental critic was there. She wears red and has short hair. She was nervous and scared and the main character offered her company since if he's there, the critic wouldn't go up and chat with Sandra randomly.  ""}",181387.3,NA,57
428,19,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is a photographer who is planning on taking a picture for the mayor in order to get a promotion. He was at work on day and was about to leave office to take his photos when he called several of his friends. When the mayor was speaking, he took a great photo that was enough to get him promoted. However, the next day he found out that he forgot to click send through his conversation with his mother. He showed the article about the mayor to his mother and his mother didn't see any photos in it. He was really mad and frustrated at the end. ""}",360806.3,NA,108
429,6,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin Doyle is an actor that was casted to play both or either Hamlet or Ophelia depending on the necessity of the play writers. He called Charles Bort twice, the first time to share the exciting news as he was dressed fully in costume with an Elizabethian era neck piece. ""}",183988.4,NA,51
429,6,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes called Charles Bort twice. The first time she was nervous about going on a blind date with a man she met through a dating app. She especially feared it would be the man with piercings that broke her friends heart, and if it was, she was ready to give him a piece of her mind. The second time she called Charles was about all the offers she was receiving to carry out an art project. It was a \""good\"" problem to have, though she was feeling overwhelmed. I believe she's an artist of sorts, definitely works in the art industry. She was wearing a skirt in her first video call, pink/red. ""}",185851.4,NA,114
429,6,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice Small called Charles Bort twice. The first time was to explain the stress she was feeling about her relationship with her girlfriend. They had been on a rocky road and decided a pet would be helpfully in helping their relationship. Though, she made it clear that if her girlfriend returned with a laborador that had a pink collar, she would end the relationship. In the second phone call, she spoke to charles with a tissue in hand and clearly upset. She was looking for a single bedroom apartment since she broke up with her girlfriend when she saw a lab wearing a pink collar inside her house through the window. It is known she is looking for a new partner since she also remarked how he should refer her to any single bedroom spaces or single individuals. ""}",245092.6,NA,139
429,6,Johnny,coherent,long,sideplot,"{""Q0"":""Johnny Pratt reached out to Charles Bort twice. The first time he was upset because he could not find his grandmothers mashed potato recipe. It was only written down once especially for him, so the fact that he couldn't find it made him particularly upset. In addition to the rocky relationship he was experiencing with his boyfriend, who claimed johnny never made time for him. The second time johnny reached out to Charles, he asked if Charles knew of any cheap airplane tickets to Hawaii. His boyfriend had apologized for being too harsh and wanted to do something nice to make it up to him. He also offered Charles a bowl of mashed potatoes. ""}",182875.1,NA,115
429,6,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort was the main character of this story. In addition to the 8 phone interaction he had from the 4 characters previously described, he had a storyline of his own. He worked for a newspaper company and was trying to catch his big break by capturing a photo of the mayor who was in legal complications. The story began with him anxiously waiting to hear from hi editor about when to head to the press conference. He was wearing a yellow scarf and ate greek yogurt that morning. His editor approached him 20 mins before the conference and offered his bike as a means to arrive on time. Once he arrived to the conference he spoke with fellow journalists/photographers before the Mayor came out. Once the mayor began to speak (which he was late to because he was allegedly dropping off his daughter at school, charles captured what he believed would be the perfect image and his shot at finally obtaining the photo editor position of his dreams. Once back int he office, as he was submitting the photo to his editor, the secretary approached him and spoke to him for a bit. Then Charles met his mother for lunch at the park where they shared a Tuna sandwhich. After charles shared the link to the article to his mother, she was confused about what picture charles was referencing. Extremely upset, he went to his editors office and found out he had never submitted the photo because he was distracted by the secretary and the company had to purchase another photo to publish. ""}",375149.9,NA,265
430,14,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice smalls was having problems with her girlfriend sand she called Charles to talk with him about his girlfirend wanting her to move out. beatirce was upset and did not want her girlfirend to get the golden retriever with a pink color. When beatrice came home the dog with the pink collar was there. Her girlfriend then asked her to move out. Beatrice called Charles and asked him if he knew of any one bedroom apartments. Beatrice also said that she was looking for any single people. When beatrice spoke to Charles he had told her to try an animal shelter to find a dog but that did not work because her girlfriend had already gotten the dog with the pink collar. Beatrice smalls' girlfriend had her hair in braids when the photo of her popped up while she was talking to charles. ""}",243957.7,NA,144
430,14,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle lost his grandmother's recipe for mashed potatoes and called Charles telling him about it. Melvin was upset about losing the recipe because he was going to use it to cook for his boyfriend, who had been upset with him recently. Melvin eventually found the recipe and cooked for his boyfriend. While charles was out with his mother, Melvin called him and offered him some leftover mashed potatoes. Melvin also expressed fears that his boyfriend would leave him if he did not do something special to show his appreciation. ""}",181571.9,NA,91
430,14,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny pratt called Charles while Charles was trying to get his photograph of the mayor. Johnny Pratt had been looking for a new housecleaner, which was one of the reasons he called Charles. Charles told him he had a number of a cleaner and would send it to him. Johnny pratt did not call Charles as much as Melvin and Beatrice did. ""}",181342.5,NA,63
430,14,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra mayes worked at a firm. When Sandra called Charles she had some work drama going on. There was a woman who Sandra walked passed without making eye contact. Sandra called charles to ask about work advice. Sandra called charles while she was at work and while Charles was racing to get to take the photo of the mayor. Sandra dressed up in fancy work clothes. As Sandra walked passed the woman and didn't make eye contact, it looked like she was walking out of a glass door. Sandra didn't mention any romantic relationships. ""}",181285.6,NA,95
430,14,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort began his story by thinking about how he wanted to photograph the mayor. Once Charles was given the opportunity by the mayor, he got really excited. Charles contemplated the different angles at which he would take the photo. Charles wore a yellow scarf for most of the story. Charles was sitting at his desk when the managing editor told him he needed to be at the Mayor's press conference in 20 minutes. Charles panicked because he didn't know how he would make it in time. The managing editor told him to use his bike and that he could grab it from the mail room. Charles used the bike and made it to the press conference. Other journalists were standing around including one red headed woman. The mayor was running late because he dropped his daughter off at school, which is something he never did. The mayor pulled up in a police car and charles got ready to take the photo. Charles had set up his angles before the mayor arrived. Once the mayor got up on stage, Charles told the mayor to smile and then got his photo. Charles then rode back to the office on the bike. When charles got there he was out of breath. Charles then sat at his desk and decided which photo he should choose. Charles drafted an email and then thought he sent the photo to his managing editor. Charles then went out to have lunch with his mother. Charles and his mother sat in the park together on a bench and he ate half of her sandwich. His mother then made him aware of the photo he took of the mayor not being in the article. Charles pulled out his phone to confirm and then waited for the article to load. He was furious when he saw that the photo had not been placed in the article. This prompted Charles to storm into his workplace and demand that he see the managing editor. The secretary told him that the managing editor was unavailable. Charles eventually saw the managing editor, who was not happy that the newspaper had to pay for a photo because Charles did not do his job. Charles then realized he never hit the send button on his email. Charles was then disappointed because the photo of the mayor was supposed to get him a promotion. ""}",535720.3,NA,398
431,1,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes was calling her friend Charles Boyle one day as she was preparjng to meet up with a blind date. The blind date was someone she did not know and she was worried that she didnt know what to wear and couldn't decided whether it was worth it. She feared that the person she was going to date was someone who did not look like how she thought he looked like. Her friend Charles was like its okay and she hung up then going on her date. Two days later she called him again and telling him that she was in a building trying to avoid people who she thought would recognize her. She didn't want work to follow her everywhere and didn't want clients to recognize her face. She then at the last moment ditched and turned her face when she saw a lady. ""}",212174.8,NA,147
431,1,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt was a friend of Charles Boyle who we first see him call him and talk to him about his mash potato recipe. This happens randomly on the street as this was a passing and he accidentally ran into charles and dropped his mash potato recipe that his grandma hasd written specifically for him. Later on he called charles to explain that he was having trouble finding cheap airline tickets for him and his boyfriend. He and his boyfriend wanted to vacation in Hawaii and he was asking Charles knew any good places to buy cheap tickets. He ""}",194303.1,NA,100
431,1,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin was the Shakespearian actor friend of Charles as he calls him to tell him about the role of the play he was in. He was showing off his costume and telling him to wish him good luck in the play. He was hoping that it would be his big break and that he could get more roles in other similar plays like Hamlet or Ophelia and play Ophelia in a falsetto. Next day he calls him and tells him to be not busy on a Sunday cause thats when his next performance was going to be. He sang a line in a falsetto so he probably got a role in Ophelia. ""}",180414.4,NA,113
431,1,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice Smalls calls Charles for advice on her relationship. She tells him that she has been trouble with her girlfriend lately and she wanted his advice on what to do. The next time she sees him, they run into each other and Beatrice has a bandage over her left arm. Apparently, Beatrice was in a bicycling accident in a race where she hurt herself but still got to finish the race and then go to the hospital. She then was explaining to Charles that the fall didn't hurt and that it was all okay.""}",181621.1,NA,94
431,1,Charles,mainplot,mainplot,mainplot,"{""Q0"":""So Charles Bort is the main character of the story as he is a journalist tryin got get a big promotion. So Charles wanted to be promoted for photography editor and found his opportunity to advance his career when the mayor was doing a press conference for being corrupt. So charles spent almost all day with this really nice camera setting up a perfect angle to capture the perfect candid moment of the mayor to get his promotion. During all this his friends keep calling him and calling him and then the mayor finally shows up and he gets the shot of the mayor glaring at him. All while wearing this yellow scarf and trying to show it to his editor. After capturing the shot, Charles goes back to his office and types out the email to send this to his boss for his article that he was sure was going to get him his promotion. As he is about to send it, someone walks by and interrupts him. The next day he calls his mom saying he can't meet with her on one day and meets her the next day after. He asks his if she saw the article he sent to her, the one he thought was going to get him his promotion. He was specifically asking if she had seen the picture on it and was so happy to show her and see her reaction. She shares a tuna sandwich with him at the park and she's like there was no picture and he couldn't believe her. He grabs hi9s moms phone and looks and there was not. he then goes back to the office and sees the print version with the face smiling. He's confused asks after waiting all day to see the editor, why his picture was not in the paper. He finds out that he never sent the picture to his editor and the newspaper had to buy a different one from somewhere else. He never hit send after he was interrupted and therefore never got his big break. ""}",468933.7,NA,346
432,24,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes is friends with Charles Bort. She is an artist who has her own exhibit, but she was nervous about a critic coming to critique her work so she called Charles to ask him to come. He got the call while he was sitting with his mother eating lunch at the park. The critic looked like Edna from the Incredibles. ""}",184716.9,NA,62
432,24,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin Doyle lost his house keys while he had anew york style pizza in the oven in his home. The pizza seemingly caught on fire and the fire department had to come to his house. he made a joke about the fire department having his spare key. When he initially called Charles asking if he knew where his keys were he was wearing a white jacket that he got super dirty because he dove in a dumpster looking for his keys. after the fire he asked charles about a cleaning service to clean up the ash from the pizza all over his kitchen. ""}",180962.6,NA,104
432,24,Beatrice,coherent,short,sideplot,"{""Q0"":""beatrice small was entering a bike race because she said her doctor told her it would help with her body soreness (arthritis?). she called charles asking for a donation, and he gave her fifty dollars. the next time she saw charles she had her wrist in a cast because she fell during the race and landed on her arm. she kept going with the race anyway, and said that even though her arms hurts the rest of her body feels great. ""}",180629,NA,82
432,24,Johnny,unrelated,long,sideplot,"{""Q0"":""johnny pratt works with charles. he needs to find his american express credit card to pay his late mortgage on his house because the bank said if he uses the card they will give him an extra day, but if he does not pay it they are going to take away his house. the house is a blue craftsman style. ""}",180803.4,NA,61
432,24,Charles,mainplot,mainplot,mainplot,"{""Q0"":""charles bort is a photographer for a newspaper who went to take a picture of the mayor who was getting impeached. the picture turned out great and he thought he was getting a promotion because of it. however, he never pressed send on the email with the picture to his boss, so not only was the picture not used but he did not get a promotion. he went to confront his boss not realizing he never sent the picture, to which his boss responded they had to buy a picture from someone else because he did not do his job. he has a messy desk in an office with gray walls with a lot of posters on the wall. One of the posters is red with a guitar, and other has some sort of molecule on it. before he rushed to take the mayors picture by bike he was eating greek yogurt. later he ate mashed potatoes that someone (johnny?) made. he also got lunch with his mom in a park that was very green with a lot of trees. they split a sandwich while sitting side by side on a bench. while they were sitting sandra called about her art exhibit that she wanted charles to come to because she was nervous about the critic and he said he would stay by her side. ""}",360942.3,NA,226
433,5,Melvin,unrelated,long,sideplot,"{""Q0"":""When he first appeared he called Charles to tell him about an opportunity he had landed at a play and the potential opportunities that could open up for him due to the role. There was also another instance when he called Charles again to discuss another idea.""}",180922,NA,47
433,5,Beatrice,unrelated,short,sideplot,"{""Q0"":""Beatrice had a significant other, girlfriend, with whom she was having communication problems with in the relationship. She called Charles to ask him about potential ways in which she could attempt to create a more calming atmosphere. She also mentioned her girlfriend wanted a dog and was debating between a lab or a yorki. However, Beatrice said she wouldn't mind anything as long as it wasn't a lab dog with a pink collar. Therefore, Charles suggested they both go to the animal shelter together to pick out the dog they would welcome into their home. In another instances when Beatrice met with Charles, he realized she had her hand wrapped in what seemed to be a cast. He asked her if everything was okay to which she replied to by stating she had fallen off of her bike.""}",345595.6,NA,138
433,5,Johnny,coherent,long,sideplot,"{""Q0"":""The first scene with Johnny consisted of him calling Charles to ask to tell him he had argued with his boyfriend and as a way to make up for it he was thinking of making his grandmother's own recipe for mashed potatoes. However, he was concerned because it was nowhere to be found and his grandmother had written it exclusively for him. In another moment, Charles called Johnny but Charles was not in a good state, anxious, so Johnny invited him over to have some of his mashed potatoes that he had made. ""}",252900.4,NA,94
433,5,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra did not met with Charles physically in any scenario but rather only communicated through call. When she first called him it was regarding a concern she had about her blind date. On the person's page there were no pictures of the person so she was concerned that it would be a guy who had dated and hurt her friend. She described him as having long hair, side burns, and a black leather jacket. The second time she contacted Charles was to tell him that she had already been waiting for her date for over 20 minutes and the person was yet to show up. Charles asked her if she had been stood up by her blind date once again. As Sandra was leaving the restaurant while on the phone with Charles, she bumped into someone and when she looked up she realized it was the guy who she hoped wouldn't be her blind date.She hung up on Charles and left the restaurant. ""}",321301.2,NA,164
433,5,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles was part of a newspaper, he wrote articles and his important task was to take a picture of the mayor that didn't not show him smiling, to catch him off guard. He had yellow scarf on and ate at his desk when his supervisor informed him of the important task he had. He only had 20 minutes to get to city hall so he quickly packed his things and headed out. When he set up his camera, awaiting for the arrival of the mayor he talked to other news reporters who were present as the mayor was late and he had some extra time. When the discourse given by the mayor was over, Charles headed back to his office to look at the pictures, it was then when he discovered the perfect picture to include in the article. In excitement, he wrote the article and send it to his supervisor. On Wednesday at noon, Charles met with his mother in a park as he acknowledges that he had not been spending much time with her. They met up and his mother asked him how he was doing whether he enjoyed his job, concerning, she also asked him is he has a significant other in his life. ""}",412845.8,NA,208
434,25,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle contacted Charles Bort via a facetime type of call, where he explained that he had been diving in a garbage can to find his house keys. He was wearing a white coat, which got rather dirty when he dove in the dumpster. He locked himself out of his house while a deep dish pizza was in the oven and he was afraid it was going to burn. He called Charles back later via voice call and was wearing a different outfit. He was no longer dirty. I believe he offered his extra mashed potatoes to Charles, and Charles told him he was a very good cook and that he would like to have his extra mashed potatoes. ""}",209150.4,NA,120
434,25,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice Small called Charles Bort via a voice call. She asked him for $100 so that she could ride in a bike marathon in less than an hour. She was doing that so that she would be in less pain--her doctor just diagnosed her with a type of arthritis and exercise was supposed to help her pain. Charles gave her $50 dollars after explaining he wasn't rich, and she thanked him graciously. Later, she saw Charles Bort and her left arm was wrapped in a cast. He was worried about her, but she explained that she fell off of her bike during the race and had broken the fall with her left arm. She finished the race after that and said that she was in the least pain that she had been in in a while, even though she hurt her arm. She was very proud for having completed the race.""}",199495.5,NA,151
434,25,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra Mayes called Charles Bort via voice call and told him about her art exhibit coming up that evening. She was wearing a long sleeve pink shirt with white details (flowers, I think), that had cut outs on the shoulder. She was nervous about a short art critic with a red coat and short black hair that supposedly followed artists around their own exhibits if she liked their work. Charles asked her if she would like him to come to the exhibit and keep her mind off of the critic and she accepted. Later, she called him and was wearing a different outfit. She was sitting down and told him that she was stressed because 3 different people wanted to pay her a lot of money to paint murals on the outside of their homes. She said \""it's too much,\"" even though Charles seemed to think it was a good thing. The critic with the red coat and the short black hair also walked by her in this scene and Sandra kept her head down.""}",240480.6,NA,175
434,25,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt ran into Charles Bort in the office where they work. Johnny asked if Charles had seen his blue American Express card, and that he needed to pay off his credit card bill by the end of the day if he wanted to keep his things. They were going to take away his house (also his house had pink/purple twinkle lights on the balcony) and his sense of a normal life if he couldn't pay the bill off in time. I believe he said something about his mom having surgery recently and that was part of the reason he fell behind paying his bills. When Charles said he hadn't seen the card, Johnny said he would keep looking for it, and that he probably lost it within a messy stack of papers. Later, Johnny called Charles again, and asked Charles if he knew of any cheap airline tickets to Hawaii. He asked Johnny what the special reason for going to Hawaii was, and Johnny said that his boyfriend thought it would be a good place to go to relax. Charles said he would ask around about the tickets.""}",281041.5,NA,189
434,25,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Aside from Charles Bort's interactions with the other characters that I have already discussed, I will write everything I remember about him here. First, we see Charles in his office with grey walls. He is wearing a yellow scarf and a jacket. His desk is messy and contains lots of papers, his computer, and a bowl of greek yogurt he is eating for lunch. Charles works for a newspaper as a photographer. His boss comes to him and announces that he needs to be at the City Hall in 20 minutes to take pictures of the Mayor, Mark, as he announces something about his impeachment. Charles is angry that he wasn't given more notice, but he quickly gathers his camera (which is a green/camo pattern), his extra battery and the flash. Then, he takes his boss's bike to city hall to take the pictures. When he arrives, the mayor isn't there yet so he talks to the other reporters. One is a woman in a red dress and they joke about how Mark is supposedly picking his daughter up from school. Finally, the mayor comes and Charles gets his great shots. He goes back to his office and writes an email with his photos in it to his boss. The next day, he has lunch with his mom wearing a weird plaid hat and a blue suit in the park. She gave him half of a tuna sandwich and they talked about the article being his big break. She was worried that Charles did not even enjoy his job, but he was just excited about advancing in his career. She showed him the article that he had sent her and he realized that his picture wasn't there. He ran to his boss's office and talked to the secratary for the second time, and she told him that his boss was in a meeting. He waited to talk to the boss. When the door opened, he went in and got angry at his boss about the picture not being printed, but his boss said that he never got the pictures and that he wasn't doing his job. Charles realized he never sent the email and left.""}",495503.6,NA,365
436,19,Melvin,unrelated,long,sideplot,"{""Q0"":""He was Bort's friend. Went dumpster diving for his house keys. Left a pizza in the oven and was scared, so he expressed interest in getting back into his house. He had a white coat, got it dirty from dumpster diving. ""}",188025.7,NA,42
436,19,Sandra,unrelated,short,sideplot,"{""Q0"":""I do not remember much about Sandra Mayes. I am not sure if she was the one who met Bort in the park and talked about the article, causing Bort to realize that he was missing a picture. I might have confused her with another woman in the story. \n""}",183371,NA,50
436,19,Johnny,coherent,short,sideplot,"{""Q0"":""I do not remember much about Pratt. I know that he was Bort's friend. ""}",181603.8,NA,15
436,19,Beatrice,coherent,long,sideplot,"{""Q0"":""She was the marathon runner. She needed 100 dollars to run, and Bort offered her 50 dollars. She made it through the race, but she broke her arm. In the end, she was still happy since she finished the race, something she wanted to do for a long time. \n""}",180403.1,NA,50
436,19,Charles,mainplot,mainplot,mainplot,"{""Q0"":""He is a news reporter. He is basically connected with everyone. He started out by eating his bowl of greek yogurt when his boss came in and ordered him to bike to the mayor's venue to snap pics of the mayor. He got a couple of shots, in which he said would be \""life changing\"". Ends up, he didn't click send on the email to his boss, so the paper was published without the image. Charles was really sad. His friends kept on calling him throughout the day to ask him for advice or money. \n\nI think his mom was in the park and thats when Charles realized that the picture didn't send with the article. \n\nCharles said that the mayor was a criminal and deserved jail time. \n\n""}",368008,NA,129
437,19,Sandra,unrelated,short,sideplot,"{""Q0"":""she called charles while he was at work. she was having trouble at her apartment. she felt alone and charles offered to come and comfort her. she told him to stay at work and get the picture he needed for the article. ""}",181332.7,NA,43
437,19,Melvin,unrelated,long,sideplot,"{""Q0"":""melvin also called charles when he was at work. he called him twice. he had gotten locked out of his apartment and did not have a spare key. the second time he called, he had come out of the dumpster which is where he was looking for his key. he needed to get back into his apartment fast because he had a pizza cooking in the oven that would burn down his apartment if he did not take it out. charles then offered to come and help him.""}",181914.7,NA,88
437,19,Johnny,coherent,short,sideplot,"{""Q0"":""johnny worked in the same office as charles. he was another editor for the article as well. him and charles did not get along well, and they were in competition in the office. ""}",180458.1,NA,34
437,19,Beatrice,coherent,long,sideplot,"{""Q0"":""beatrice called charles at work as well. she has a medical condition and wanted to enter in a bike race that supports her cause. the only way she would be able to enter is if she raised 100 dollars before the race. she called charles asking him to donate for her to race. he explains that he really does not have the money and this leads to beatrice begging him. eventually, he agrees to giving 50 dollars, and she is very grateful. after the race, beatrice calls charles again to tell him that she fell and hurt her arm during the race. ""}",182365.3,NA,103
437,19,Charles,mainplot,mainplot,mainplot,"{""Q0"":""charles works as a photographer for a editing company. while he has been working there for a long time, he has an overdue promotion. the only way he will be able to get a promotion is if he gets a big break on the next article that is published. for this to happen, he needs to take a picture of the mayor at his next press conference for the front page of the article. he attends the event, and takes many wonderful pictures, excited to send them to his boss. when the article is published, he sends the link to his mother. when he takes the bus and meets with her at hyde park later that afternoon, he asks happily if she saw the picture he took. when she says she did not see a picture on the front cover, he thought something was wrong with her phone. when he takes a look himself and he sees the from cover, he notices the picture he took is not on it. this makes him extremely furious and he storms into his bosses office to speak with him. the boss tells him that they had to buy a picture because charles did not send it in on time. when charles checks his computer, he realizes he forgot to press send.""}",371701.7,NA,218
438,17,Johnny,coherent,short,sideplot,"{""Q0"":""Also worked at the newspaper. Had a conversation with Charles while at the mayor's press conference.""}",180501.6,NA,16
438,17,Sandra,unrelated,short,sideplot,"{""Q0"":""Had an art show that Charles offered to attend. Complained about a short dark haired critic that all the other critics would agree with. This critic followed artists around if they liked their work. She wanted Charles to go to the show so that she would not be as nervous. ""}",180526,NA,51
438,17,Beatrice,unrelated,long,sideplot,"{""Q0"":""Was doing a race and asked Charles for 100 dollars so that she could attend. Charles could only offer 50 dollars. Had cancer which is why she wanted to participate in the race.""}",180414.5,NA,33
438,17,Melvin,coherent,long,sideplot,"{""Q0"":""Called Charles telling him he had just jumped in a dumpster searching for the key to his apartment. He had gotten locked out while there was a pizza in the oven. Also needed his credit card because the bank told him he had to pay his mortgage with it. He called Charles again, telling him that the burnt pizza had tasted good, but he needed a housecleaner because the oven had gotten dirty while he was locked out. Later calls Charles again to ask him if he can stay at his place.""}",180389.4,NA,92
438,17,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles receives phone calls from Beatrice and Melvin throughout the story. He offers Beatrice 50 dollars for her race. Melvin tells Charles about his financial issues and asks Charles if he could stay at his place which Charles says yes to. He works at a newspaper as a photographer. He is asked by his boss to take pictures of the mayors press conference. The mayor is having a press conference because he has been discovered to be corrupt. Charles goes to the press conference, where he has a conversation with Johnny about how the mayor was late because he was dropping off his daughter at school. Charles remarked that he usually doesn't do that. When the mayor finally starts, Charles says, \""smile Mr. Mayor\"" while taking a picture of him and is able to get a good picture. Charles believes that this picture will help him get a promotion. Charles has lunch with his mother. She tells him he should not focus so much on his work. When he looks at the newspaper the next day, it does not have his picture which makes him upset. He goes to his boss, who is mad at Charles because they had to buy a different picture of the mayor because Charles \""didn't do his job\"" Charles is confused but then realizes that he never clicked send on his email to his boss with the picture.""}",371596,NA,233
439,30,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin called Charles multiple times throughout the story. ""}",180510.6,NA,9
439,30,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice had some kind of disease, so she was trying to exercise more. She went on a run, although it may have been a marathon sort of run, because she claimed that if exercise could help her then she would take it to the extreme. She called Charles multiple times to update him on her progress and also invited him to do the next event with her. ""}",245150.1,NA,68
439,30,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny was going through some tough times. He also called Charles to inform him of his situation multiple times throughout the story. Originally he was only late on his rent and needed to find his credit card since he lost it and the company that was charging him would accept credit card. After not finding his card he got into some more trouble and called Charles to ask about a lawyer. He informed Charles that he was broke and needed a lawyer that was okay with not being payed up front.""}",303399.9,NA,91
