subject,version,character,coherence,lag,plot,response,rt,word_count
303,21,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a photographer at a newspaper company. In the beginning of the story he was waiting for his boss to call him so that he could photograph the major of a town. Once his boss gave him permission, he went down to city hall and waited with other journalists for the vehicle to drop the major off. The major was late because he was dropping off his daughter at school something he rarely does. While listening to the speech, Charles found the perfect time to yell \""smile!\"" When he did this, Charles captured the most perfect moment and biked home happily. When he got to the office, he worked on editing the photo until he like it. Once he did, he \""sent\"" it to his coworker so that it could be put in this week's newspaper. Charles then went to eat food with his mother. He wanted to show his mother the picture that he took so he sent her the link to the article where his picture should've been placed. To his surprise, the picture wasn't published with the article. Turns out that Charles forgot to click send after drafting the email to his boss. He ran back to his boss's room and asked to see the picture, but then realized it was his own mistake that could be undone. ""}",468281.3,224
334,11,Sandra,unrelated,long,sideplot,"{""Q0"":""She called the journalist to just talk about how she was going on a blind date and how she suspected in might be the same womanizer her friend went out with(who she remembered as blond with piercings) and if he was the same man, he was get going to get what he deserves. She called before the mayor got his picture takin by the journalist.""}",219001.7,65
334,11,Johnny,coherent,long,sideplot,"{""Q0"":""Johnny Pratt, the journalist ran into him in a hallway.""}",180916.7,10
334,11,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin called the journalist about something while he was at the stage to take pictures of the mayor.""}",192910,18
334,11,Beatrice,coherent,short,sideplot,"{""Q0"":""The journalist spoke to her at the mayors questioning, they talked about what was taking the mayor so long to get there. ""}",182812.2,23
334,11,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is our main journalist, he has a desk with many stacks of newspapers and photos, he runs into johnny prat before leaving to go take a picture of the mayor as he's being questioned, he gets called several times by different people before he takes the picture, he takes a picture of the mayor during the questioning. But somehow, he loses the picture and ends up being detrimental to wherever it is he works, and he gets chewed out for ruining the article or newspapers chance. But he still believes he knows where it is.""}",361891,97
335,12,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin was an actor who had auditioned for the shakespeare play of hamlet where he had to recite both a monologue for hamlet and one in falcetto at ophelia ... he wore one of those Elizabethian poofy neck scarves for it. Later on, he tells that he did get the part as a one-man show playing Ophelia. ""}",183701,58
335,12,Johnny,coherent,long,sideplot,"{""Q0"":""Johnny Pratt was having troubles keeping his boyfriend happy because he was worried he had lost his grandmother's soup recipe. He wore a black leather jacket and jeans. ""}",182155.9,29
335,12,Beatrice,unrelated,short,sideplot,"{""Q0"":""n/a""}",182643,1
335,12,Sandra,unrelated,long,sideplot,"{""Q0"":""n/a""}",203763,1
335,12,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is an up and coming reporter planning to report on a scandal with the mayor. He works in an office space with coffee and a tape recorder on top of his stacks of computer papers. His boss comes in one day to tell him about a mayor's speech, so he packs up his camera with a camo print on it. He is wearing a yellow scarf and with something that looks like a beige trench coat, and it gets complimented on by the intern. He runs into Johnny Pratt, then Beatrix Smalls, then Melvin, then sandra, before getting to the mayor's speech, where he sets up to get the shot of a life time as the mayor is escorted from his car to the podium. He gets a photo that is supposed to demonstrate how he doesnt have remorse for being unprepared. After he sees the rest of the character in reverse order. ""}",361405.3,155
336,32,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin is an actor and singer. He landed a big gig in a month that he invited the main character to go see. Additionally, prior to finding out he landed the big gig, he lost his keys so he was looking in the dumpster for them. He had to hang up on a phone call with the main character while he was searching because the oven in his apartment might've been left on with a pizza inside.""}",195343.2,77
336,32,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra Mayes is an artist. She was set to have a showing of her art that evening for a group of philanthropists. She generally doesn't like these events (even though she gets money) and was worried because there is one philanthropist in particular who typically does not like her work, and the rest of the philanthropists usually follow her lead. She invited the main character to come to her art showing and support her so she doesn't get too nervous about the picky philanthropist. She is on the phone with the main character when the picky philanthropist comes in, but she pretends not to see her and acts preoccupied with her phone. After the philanthropist walks by, she says goodbye to the main character.""}",243059.8,124
336,32,Beatrice,unrelated,long,sideplot,"{""Q0"":""I believe Beatrice Small is either a coworker of the main character or just works in the news industry. I also think she called the main character or communicated with him through text.""}",203459.8,33
336,32,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt is a friend of the main character. He might be a coworker of the main character as well but I am not completely sure. He needs to do a loan payment (or some type of payment) on his house before tonight. The Bank said he could do it on his credit card but he has lost his credit card and is looking for it. Later, he calls again and asks the main character if he knows of any lawyers who can help him with his financial troubles, to which the main character responds that he can look around. He also asks if he can stay on the main character's couch while he resolves his situation, to which the main character agrees.""}",222412.1,123
336,32,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a photographer at the local newspaper. When the mayor's impeachment scandal breaks, he sees this as a career-changing opportunity. His boss tells him when and where he needs to be, and afterwards he goes to the city hall quickly. He adjusts his angles and lighting in order to be in the perfect spot for when the mayor arrives. When the mayor finally arrives, Charles takes a bunch of photos and hopes that one of them is good enough to be on the front page. Back at the office, he sorts through the photos and finds one that he thinks is best. He sends it to his boss and leaves for the day. He meets up later with his mom. She wants to know if he's happy but he replies that he'll be happier if he gets a promotion. They look online at the article on the mayor's impeachment but his mom notices it has no photo. Charles is shocked. He rushes back to the office and is shown a printed copy of the paper by the receptionist, and it has a photo that's different from the one that he sent his boss. Charles is very upset because this photo was his shot at a promotion and it was not published. He demands to meet with the head editor, and when he is finally let in, his boss reveals to him that he never actually sent the photo so they had to purchase another one. Charles goes back to his desk and opens his email and realizes he did in fact never send that email. He is very upset because this was a great opportunity and he messed it up. Also, his desk is slightly messy.""}",414581.5,288
337,5,Beatrice,unrelated,short,sideplot,"{""Q0"":""Charles' friend\nLooking for a dog with her partner \nRides a bike\nFell off her bike and hurt her left arm\nStill completed the ride after hurting her arm \nTold by Charles to go to a dog shelter \nTold Charles to go biking with her \n""}",244007.7,43
337,5,Johnny,coherent,long,sideplot,"{""Q0"":""Lost his recipe for mashed potatoes \nWanted to make a meal for his partner because they were having some issues \nAsked Charles if he had seen the mashed potato recipe\nLater called Charles to ask him if he knew of cheap plane tickets to Hawaii\nWas planning a vacation to Hawaii with his partner\nHis partner felt bad about treating him so poorly\nCharles told him he would ask around to find about where to get cheap plane tickets""}",297817.1,75
337,5,Melvin,unrelated,long,sideplot,"{""Q0"":""Spoke to Charles about the mayor \nTalked about Charles getting a promotion at work ""}",235736.1,15
337,5,Sandra,coherent,short,sideplot,"{""Q0"":""Called Charles about going on a blind-date\nWas not sure if she should go on the date because she didn't know how the guy looked\nShe was also concerned about the guy being the same guy that broke her friend's heart\nLater called Charles while she was waiting for her blind-date\nShe thought she was stood up by the guy\nWhen she was leaving the building, she saw the same guy who broke her friend's heart entering. \nShe described the guy who broke her friend's heart as a man with piercings and long side burns. ""}",303368.9,91
337,5,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Photographer for a local newspaper.\nHad friends calling him throughout the day\nWas working on the story of the mayor, who was about to be impeached\nWanted to capture a good picture of the mayor at his speech \nThought he would get a promotion if he got a good picture of the mayor.\nHis editor told him to rush over to city hall to cover the speech\nRode his bike to city hall to cover the speech and locked the bike to a parking meter.\nTook a picture of the mayor while he was giving a speech and thought it was a career changing picture \nThought he was going to get promoted for the picture and told his mom.\nWhile eating lunch with his mom at the park, his mom asked him if he had a life outside of work.\nHe said he was focused on his career and his promotion would be his big break.\nSent a link to the front page article to his mom and his mom said she did not see his picture.\nChecked the newspaper front page on his phone and did not see his picture of the mayor.\nHe went to the head editor's office to find out why his picture wasn't there.\nWhile he was speaking with the editor, he realized that he did not actually send the picture. \nHe was devastated in himself because he realized he would not get the promotion.""}",689035.1,228
338,9,Melvin,unrelated,short,sideplot,"{""Q0"":""Early in the story, Melvin called Charles on the phone to tell him about his role in the play Hamlet. He was excited and hopeful that he would soon play Hamlet himself, and he spoke enthusiastically about the English fringe around his neck, which was part of his costume. Later in the story, Melvin called Charles again for advice.""}",183008.1,59
338,9,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice Small, a friend of Charles, called him on the phone to ask for advice. Things weren't great with her girlfriend so they decided to get a dog to possibly help the situation improve. But it was only worse now - Beatrice's girlfriend wanted a lab with a pink collar, while Beatrice didn't want that breed of dog. Charles recommended they go to an animal shelter and find a dog there, and Beatrice said that was a great idea. She explained to Charles that if she came home to a lab with a pink collar, she'd be so upset. Later in the story, when Beatrice arrived home, there was a lab with a pink collar waiting at the brown wood door, which she saw through the window. She grew very angry and shared the news with Charles, saying that she had to move out. She began asking Charles if he knew any one bedroom apartments for sale. Charles said that he will look for her and help her find a place, but for tonight, she could crash at his place.""}",418985,180
338,9,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra called Charles explaining to him that she was getting ready for a blind date. The guy she was messaging reminded her of one of the guys her friend had a previous relationship with. She described him as a bad guy with a bad attitude, with \""long hair\"" and a leather jacket / vest. She said that she wishes she knew what her date looked like so that she could determine if it was the same guy. Charles replied, \""Isn't that the point of a blind date?\""\nLater, after waiting for 20 minutes at the restaurant, Sandra called Charles to share the news with him. \""I've been here for 20 minutes and still nobody showed up. I really wonder if it's him,\"" she explained. Charles told Sandra that she should leave - she deserves better. This resonated with Sandra.\nShe got up and started towards the door, and in the doorway was the same guy her friend had told her about - with long blonde hair and a leather jacket. He had piercings on his face, a nose ring, and slick back long blonde hair. He looked like a \""biker\"" guy. Sandra shrugged and sighed in the doorway, with no surprise that it was him.""}",468946.9,203
338,9,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt approached Charles at work asking for advice. He was having problems with his boyfriend and wanted to make something special to \""make it up to him.\"" He searched frantically for his grandma's mashed potatoes recipe - but couldn't find it. He asked Charles if he had any idea where it could be and Charles responded that no, he didn't.\nCharles asked Johnny why it had to be this recipe that he makes, and Johnny explained that it's the best mashed potato recipe and that it's very special to him since it's been passed down his family.""}",229747.6,97
338,9,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles desperately yearned for a promotion at work and was willing to work hard to get it. He knew that to get a promotion, he would need a great picture of the Mayor in a rage. Just before leaving the office, he was approached by his boss who explained what Charles needed to do. He offered Charles his bike to get over to where the Mayor would be speaking, and Charles happily scurried down the hallway. Once he arrived, there were many other photographers, just like Charles, waiting to snag a headline picture. Charles moved his way to the front of all the people and positioned himself and his camera. He began talking to another woman wearing a green top and pearl earrings. Charles asked her if she knew where the mayor was, and in that moment, a large black \""police vehicle\"" approached the sidewalk. Out came the mayor with two body guards. He went to the podium and began talking. Charles took what he believed to be the most perfect picture, and excitedly returned to work. His camera was a long green and black camouflage print camera with a big lens.\nCharles met with his mom at a nearby park in the city and apologized for not seeing her sooner for their weekly lunch. She was very forgiving. He asked if she saw his most recent photograph on the front newspaper and she replied No, I didn't! Charles, upset, asked to see the newspaper and noticed that his picture was not on the cover.\nHe angrily returned to work where his boss explained that they had to buy a picture since Charles never sent anything in. Charles realized that he forgot to press the send button to the email containing the picture and angrily stormed out. He realized that he would not be getting a promotion.""}",469628.2,305
339,26,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin burnt a pizza at his house, had to call the fire department to put out a grease fire. The fire department had a spare key to his home so they were able to get inside. He went dumpster diving looking for his house key earlier in the day. He ruined his white coat when he went in the dumpster. He was on the phone with Charles when he realized he left the pizza in the oven. He said the burnt cheese tasted good when he later spoke with Charles on the phone. ""}",221821.4,94
339,26,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny wanted to go on a vacation with his boyfriend to Hawaii. He spoke with Charles on the phone multiple times. He was in some sort of dilemma while planning this vacation - either he didn't have enough money or he wasn't sure where to go. Johnny spoke to Charles earlier in the story but I can't remember what they spoke about at that time. ""}",233115.4,66
339,26,Beatrice,unrelated,short,sideplot,"{""Q0"":""Beatrice had some sort of problem with her house - I think there was a cat inside. She told Charles about this problem while talking to him on the phone. She spoke with Charles earlier in the story but I can't remember what they spoke about. I think she asked Charles for a favor when she first called him. ""}",224468.5,60
339,26,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra had an art show coming up and she wanted Charles to go with her for support since there was an art critic there that would follow artists around during each show, and it gave Sandra anxiety. Sandra spoke on the phone with Charles later in the story and this time she was at a coffee shop. She was calling about the art show again I think. When she was walking out the door at the coffee shop, while still talking with Charles on the phone, she passed the art critic who she was nervous about. Sandra's head was tiled towards the ground when she passed the critic. The critic was wearing a red coat and had bangs. ""}",241396,119
339,26,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is a photographer for a newspaper. He wanted to capture the perfect image of the corrupt mayor at one of his speeches for the newspaper. Charles believed that by capturing the perfect picture of the mayor, he would be promoted to a higher position (head photography editor or something similar). When Charles left for the mayor's speech, he packed his camera, the flash, and spare batteries for the camera. When he arrived, he waited a while with the other reporters for the mayor to show up at the steps because the mayor was dropping his kids off at school, something that he rarely ever did. Charles captured the perfect picture of the mayor during his press conference, but he forgot to send the email with the picture that he drafted to his boss. So, the picture never made it into the paper because Charles' boss never received it. Charles found out about this when he was eating lunch with his mom on a park bench. She offered Charles half of her tuna salad sandwich. Charles was so upset when he found out his picture wasn't in the article, but he realized his mistake after he spoke with his boss in his boss' office. When he was talking to his mom, his mom asked him if he was happy with his job. Charles said it didn't matter if he was happy - all that mattered was if he got his promotion. Charles had a messy desk. When Charles first looked at the picture he took, he shouted something out which caused his coworkers to look at him funny. After that, Charles leaned in closer to his computer monitor to avoid embarrassment. Charles spoke with the other 4 main characters multiple times during the story. After Charles found his perfect picture, he rode the bus home and daydreamed about his possible promotion. He had a seat near the middle of the double-decker bus and he arrived to the bus station 2 minutes early. He was sitting near a mother and daughter on the bus. Charles said hello to the bus driver but the driver was not very friendly. ""}",574999.9,358
340,4,Melvin,unrelated,long,sideplot,"{""Q0"":""melvin doyle is an acquaintance of the main character. Melvin called him several times. ""}",216302.9,15
340,4,Johnny,unrelated,short,sideplot,"{""Q0"":""johnny pratt is also an acquaintaince of the main character. He was having issues with his boyfriend so he called the main character. I think he had lost his mashed potato recipe, and for whatever reason he thought that finding it and making some mashed potatoes for his significant other would help fix his relationship issues. He seemed quite panicked and stressed out. ""}",226137.2,64
340,4,Beatrice,coherent,long,sideplot,"{""Q0"":""beatrice small was also having a disagreement with her significant other. I think it was about getting a dog, but she could not agree on what breed to get with her girlfriend. She said something about her moving out of the house if her girlfriend got a lab (i think) with a pink collar. Which is exactly what she found when she got home. She later asked the main character about any one bedroom apartments he knew of, meaning that she did decide to move out. ""}",188507.6,87
340,4,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra mayes is a single person going on a date. she was really stressed about going a blind date because she wouldn't know what the person looked like. she also didn't want to be on a date with the man who treated her friend badly, some guy with longish blonde hair and some other distinctive features i don't really remember. Later when she got to the restaurant, she seemed to have been stood up. she called the main character after like 20-30 minutes of waiting for her date to show, and he told her that it wasnt worth her time and that she should just leave. So she got up and starting walking out. As she walked through the door that exact man with blond hair was walking in, and she rolled her eyes at the sight of him. ""}",242396.3,140
340,4,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a photographer for a newspaper, and also the protagonist of the story. He really wants to get a promotion. he thought his big break would be taking a good picture of the mayor as he gave a speech addressing his impeachment. He always picked up the phone when his friends called him. He is really enthusiastic about getting that promotion so he hurried from the office with his camera to the place of the mayor's speech. When he got there he set up the camera, aiming it towards where the mayor would come. When the mayor showed up, the mayor walked up to the podium and someone asked him a question. Charles shouted at the mayor to smile, and the mayor scowled at him, giving Charles the perfect picture for the paper. When he got back to the office he put it in an email to send to his boss to publish the next morning. Charles also met with his mom in a park, where they talked a bit. He told her that he would be a lot happier if he got a promotion. His mom pulled up the article that his picture was on, but it wasn't there. Angry, charles immediately went back to the office as quickly as he could. he went to his boss and asked why his photo didn't make it to the front page. His boss told him hat he never recieved any pictres from Charles. Charles was confused for a bit, but then he realized that it was because he never ended up hitting send on the email. So Charles wouldn't be getting the promotion. ""}",403901.9,275
341,13,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra called about a blind date she was going to go on that evening. She was very adamant about the fact that if her blind date had sideburns and piercings, she would be disappointed because that is the description of the man who broke her friend's heart. Sandra makes art, and has a lot of wealthy clients. She also went to a restaurant where she refused to make eye contact with a wealthy-looking lady as she was leaving. Sandra had been wearing a yellow shirt, and she also wore a shirt with flowers on it in a flashback.""}",198348.7,98
341,13,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny Pratt was looking for his grandmother's recipe for mashed potatoes when we first met him. He was very distraught because he had lost it, and he was searching for it at the Town Hall. Johnny also called for help because he needed a lawyer, as he had gotten into trouble with a financial institution and the bank. He needed an extra couch to crash on because he claimed he was broke and out of money, but he would not explain exactly what had happened. Johnny was dressed very properly; he wore a plaid hat in one of the vignettes we saw about his character. ""}",180614.5,106
341,13,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin is trying out for a Shakespeare play called Hamlet. He wanted to get the role as Hamlet and as Ophelia, and said he would speak in a falsetto in order to act like Ophelia. He mentioned that he was already rehearsing two monologues--Hamlet's \""To Be or Not To Be\"" monologue and a monologue given by Ophelia. He was dressed in Elizabethian clothing, and wore a large tutu neck accessory when he was video chatting with the main character. Melvin has a boyfriend. Melvin asked if the main character would be able to come watch his performance in \""Hamlet\"" on a Monday night.""}",181942.9,103
341,13,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice Small was having relationship problems. Beatrice and her girlfriend were thinking about adopting a dog, and she called Charlie for advice on what type of dog they should get. Beatrice was adamant about the fact that she did not want a golden dog with a pink collar, and if her girlfriend wanted one then she would be angry. Charlie told Beatrice that she should decide at the adoption center. However, when Beatrice got home she saw a golden dog with a pink collar in her house. She got angry and left, and called Charlie to ask if he knew of any spare beds she could sleep on. She also asked Charlie if he knew of any singles, insinuating that her relationship with her girlfriend is over. Beatrice was wearing a red shirt.""}",180438.4,133
341,13,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is a photographer for a newspaper in town, and he was very excited about getting a photo of the mayor off-guard at the town hall as he learned of his impending impeachement. In the morning, this was all Charles could think about as he ate his Greek yogurt while sitting at his desk in the office, which is central and in the middle of the office space. The day Charles intended to take the photo, he was wearing a yellow scarf. Before leaving to the town hall, he got a call from Sandra. He went to the town hall using his boss's bicycle and chatted with other reporters while waiting for the mayor to appear. The mayor was late because he was picking his daughter up from school, and Charles was getting impatient. Charles ran into Johnny while waiting for the mayor, and he also received communication from Beatrice and Melvin. Eventually, the mayor arrived. A reporter asked the mayor a question, and before he could answer Charles asked the mayor to smile. Charles was proud of the photo he took, and went back to the office. He attached the photo to an email to his boss, and \""sent\"" it. However, later that week, while Charles was eating a tuna sandwich in the park with his mother, his mother informed him that the article had no photo attached to it. Charles was angry, thinking that the photo was what would get him a promotion. He went to his boss's secretary and asked to meet with the boss. After the boss finished his previous meeting, Charles stormed in and complained about the article not including his photo. The boss told Charles that he had never sent the photo in the first place. Charles was distraught.""}",367116.3,295
342,1,Sandra,unrelated,short,sideplot,"{""Q0"":""I can't remember anything. She called Charles Bort about relationship advice.""}",182581.8,11
342,1,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice small also called Charles Bort and talked about her girlfriend. When she was first introduced she was wearing a pink shirt.""}",181260.9,22
342,1,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin called Charles Bort and talked about how he was auditioning for a play Hamlet \""Shakespeare\"". He said that is why he was wearing victorian wear for the play. He later called Charles told him he got the part which I think was ophelia.""}",184727.2,44
342,1,Johnny,coherent,short,sideplot,"{""Q0"":""He also called Charles Bort and talked about his boyfriend with him.""}",182396.2,12
342,1,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort works in the news office. He was wearing a yellow scarf most of the time. He was eating pudding from his desk. His desk was clutter with folders. he had conversation with his mom on a park bench that was green but looked more brown in the picture book. His mom was asking about work life and relationship life and asking why he wasn't in a relationship. Charles wanted his big break, so he wanted to take a picture of the mayor frowning during his speech. He got the picture, but he forgot to press send on the email so his boss did not receive the email. Charles confronted the boss about why he his pic was not on the front page, then he realized he forgot to press send, so at the end of the day he did not receive a promotion. He talked to Melvin, Beatrice, Sandra, Melvin on the phone. ""}",380513.9,156
343,26,Beatrice,unrelated,short,sideplot,"{""Q0"":""Needed $100 more in donations for her athletic event \n""}",181658.6,10
343,26,Johnny,unrelated,long,sideplot,"{""Q0"":""Needed to find his American Express card to complete his mortgage payment by end of day \nEnlisted advice on travel arrangements / airline recommendations for trip to Hawaii\nWorks at same company as main character\n""}",182578.2,34
343,26,Sandra,coherent,long,sideplot,"{""Q0"":""Nervous about her mural showing\nParticularly anxious about interacting with the female critic in the red sports coat\nWanted show to go well, but was anxious about speaking with those who attended\nWanted main character to attend the showing to engage in conversations with guests on her behalf \n""}",183139,46
343,26,Melvin,coherent,short,sideplot,"{""Q0"":""Forgot to get his pizza out of the oven, which led to a grease fire \nEnlisted recommendations on cleaning service to help revive his kitchen after the fire""}",182541.7,28
343,26,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Photographer for news outlet \nWas pursuing \""big break\"" in light of story regarding the local politician who abused his power\nWas wearing a yellow scarf\nAte a bowl of greek yogurt at his desk\nDesk had file folders sprawled across it and was located in office with grey wallpaper \n20 minutes to get to press conference on short notice \nDonated $50 to Beatrice's athletic event \nUpset about not receiving promotion\nRealized that he never pressed send on the email he drafted with the key photograph of the mayor\nWent to bus station\nWent to visit his mother at the park \nReceived calls from all other characters as they asked for his recommendations/advice \nTook call from Sandra while at press conference\nPlanned to attend Sandra's mural showing \n""}",384021.4,120
304,10,Sandra,coherent,long,sideplot,"{""Q0"":""sandra was going on a blind date with a man and she was nervous about it because she was scared it was going to be her friend's ex, a blonde long-haired man with piercings. i also remember she was wearing bracelets when she was calling charles but in the next clip the bracelets switched arms?? also she looks like kendall jenner which is random but related to how i remembered her name. she was eventually stood up (maybe??) by her blind date because he didn't contact her after being 20 minutes late to the date and so she left, but she passed by the blonde man she was talking about on the way out of the door PLOT TWIST!!! was she wearing a yellow dress during the date?? maybe""}",180517.9,129
304,10,Beatrice,unrelated,short,sideplot,"{""Q0"":""firstly, i was taken aback by the fact that beatrice was built like a pixar mom like go off queen. but also i remember that she had a girlfriiiend, gay icon. she was having trouble with her girlfriend actually and they decided to adopt a dog together to help with their issues. i think her gf wanted a labrador and she wanted a corgi and she was going to be really upset if they got a labrador. charles gave her advice to go to an animal shelter together and pick one out so it can be a joint effort, almost like a bonding activity. i remember beatrice wearing a maroon top at one point? i think her gf was white and looked like a librarian""}",180476.4,125
304,10,Johnny,unrelated,long,sideplot,"{""Q0"":""johnny, also a gay icon, i remembered him because he looked like damon from the vampire diaries. he was asking charles for a mashed potato recipe even though charles was in the middle of a CRISIS because his grandma passed down the recipe?? that doesn't really make sense and to be honest, i think i just remember it wrong. johnny was also fighting with his boyfriend i think for some reason, like ok everyone is having relationship issues in this story. i full on don't remember anything from johnny's second appearance. i remember his first scene so well because the second he said he had a boyfriend, i noticed his fashion sense and was honestly disappointed i didn't figure that one out myself first. he was wearing LAYERS. like a maroon tee with an army green jacket or something? ""}",180350.7,140
304,10,Melvin,coherent,short,sideplot,"{""Q0"":""omg melvin was the closeted character for sure, he was a theater actor and they were doing shakespeare's hamlet which he was so excited to call charles about. i remembered he facetimed charles at one point wearing his costume and was like \""guess who i am??\"" like hello um melvin charles is kind of going through it right now, he doesn't have time for your games. i think he said he was either going to play hamlet or ophelia and then i guess he ended up playing hamlet i really don't remember but he was also only going to be in one show which i think is really effed up because melvin deserves better. he was definitely a very eccentric person which would explain him becoming an actor. also sorry that i'm making jokes, i'm just trying to make this more entertaining for you to read but i promise i'm taking this seriously. i just can't remember a lot because i got 4 hours of sleep last night.""}",180542.2,168
304,10,Charles,mainplot,mainplot,mainplot,"{""Q0"":""ok thank you for giving me longer for charles because this man is a WRECK. he definitely needs anger management issues because the facial expression he made leaving his manager's office was genuinely traumatizing to see. but anyways, charles is a journalist/photographer and is trying to go for a promotion to become photo editor for the journal that he works for. there is a really corrupt mayor in the town he lives in but the mayor is always only portrayed in a positive light and charles, being the progressive king he is, is trying to catch the mayor and expose his true colors. his office manager lends him his bike that was in the mail room. charles eventually biked to and showed up at one of the press events outside the mayor's home or office, i believe, and shouts at the mayor to \""smile\"". the mayor did not like this and glared directly at charles, which is when charles captured his million-dollar shot. OR. SO. HE. THOUGHT. while charles was going through his quarter-life crisis, flirting with the redheaded secretary, AND providing emotional support to his friends, he screwed up and forgot to send the picture to his boss on time. one day, while he was sitting in the park with his mom (considering how his mom looked, maybe he was actually going through a mid-life crisis), his mom asked him if he was at least enjoying his life. and then charles said (this actually made me laugh out loud) that once he gets his promotion then he'll be satisfied, and then made a crazy face. like this man is truly insane. his mom was like oh, there was no picture in the article though. and charles was like haha you're funny. but then there really WAS no picture, and he got so mad and talked to his boss, who was like\""bruh u literally didn't send me the picture bye\"" bc charles forgot to hit send.""}",417156.7,326
305,8,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin called Charles to tell him that he was trying out for Hamlet. He had prepared a monologue for both Ophelia and Hamlet. For his Ophelia monologue, he would perform it in a falsetto. He was wearing old fashioned clothes, including a large white collar around his neck. He was not sure if he would get a role, but there was a shortage of actors, which was why he could possibly get the role of one of the main two characters. Later, he called Charles again and asked what he was doing one month from now exactly. Charles said he didn't know. Melvin said that he had gotten the role in the Hamlet play and that was when he was performing. The screen showed a picture of Ophelia, even though he didn't say that he would be playing Ophelia. ""}",209999.4,140
305,8,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt also called Charles. I do not remember anything else about his storyline. ""}",216533.9,15
305,8,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice had recently been having problems with her girlfriend in the past week. She asked Charles which of two dogs she should get, one being a Daschund. Charles was at an important interview event, so he asked if she could decide herself. She said that her and her girlfriend were trying to fix their problems by getting a dog. She said that if the girlfriend for a yellow lab with a pink collar, she would move out. Later, she needed an apartment or some place to stay. This is because her girlfriend had, in fact, gotten that dog. She asked if Charles knew of any apartments that fit her criteria, which I think was 2 bedrooms. She jokingly asked if he knew any singles, or single people. Later she was on a bus. ""}",189870.6,134
305,8,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes was worried about her blind date. She liked the personality of the guy she was going out with, but she was worried he might be a blond guy with sideburns who had broken her friends heart. Later, we saw her going on the date. There was a woman in a red coat that walked out past her. The blind date man was not the same as the one who had broken her friend's heart. They got along well and started dating, I think. I think she met Beatrice on a bus. ""}",182924.6,94
305,8,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles works as a photographer. Recently, the mayor Frank had been in trouble for graffiting a building. Charles felt that the pictures of him smiling were too posed. He was determined to take a good picture that show the mayor in the bad light he deserved. Charles' desk was messy. He had a camera, a lens and lots of files on it. He learned he had to be at Town Hall in 20 minutes to take the photo, so he took the bus. He went to the mayor's press conference and got the perfect picture after yelling \""smile\"" in the middle of the mayor's speech, catching him off guard. He went through his photos back in the office to find the perfect picture. When he did, he attached it to an email to his boss. He thought that this would definitely get him promoted to photography editor. Charles had lunch with his mom, Edna. He had missed their previous lunch appointment. they split a tuna fish sandwich. Charles talked about how he was going to get promoted, and his mother asked if he was happy. He said that didn't matter, because he would be satisfied once he got this promotion. When the paper came out, he saw that the front cover photo was one of the mayor smiling, instead of the perfect picture that he had sent in. He tried to immediateley speak with his boss, but his secretary told him that the boss was in a meeting. There were news articles of famous people from the town on the wall. Finally, he was able to go in. He asked about the picture on the front cover. His boss said that they had to pay for the picture, since Charles didn't do his job. Charles was confused, but eventually realized he had never hit send on the email. He left the office, dejected that he wasn't going to receive the promotion. Charles also interacted with the other characters. Sandra told him her worries about her blind date, Johnny called about something to do with his boyfriend, Marvin talked about his play and Beatrice talked about her problems with her girlfriend. ""}",371579.4,361
